title,genres,Awful,Bad,Average,Good,Excellent
The Purple Sea (2009),Drama,0,0,0,1,0
The Queen (2006),Drama,0,2,0,10,1
The Quiet Family (1998),Comedy,0,0,1,0,0
The Red Turtle (2016),Animation,0,0,0,0,1
The Return of Don Camillo (1953),Comedy,0,0,1,0,0
The Runner (2015),Drama,0,1,0,0,0
The Salt of the Earth (2014),Documentary,0,0,0,1,2
The Skeleton Twins (2014),Drama,0,0,2,1,0
The Square (2017),Drama,0,0,0,1,1
The Tale of the Bunny Picnic (1986),Children,0,0,1,0,0
The Taming of the Scoundrel (1980),Comedy,0,0,0,0,1
The Thief (1997),Drama,0,0,0,0,1
The Thinning (2016),Thriller,1,0,0,0,0
The Void (2016),Horror,0,1,0,0,0
The Wait (2015),Drama,0,0,0,1,0
The Wedding Ringer (2015),Comedy,0,0,2,1,2
The Wild One (1953),Drama,0,0,0,1,0
The Witch (2015),Horror,0,0,0,1,0
The Wolfpack (2015),Documentary,0,0,0,1,0
Them (Ils) (2006),Horror,0,1,0,0,0
Theodore Rex (1995),Comedy,1,1,2,0,0
Theremin: An Electronic Odyssey (1993),Documentary,0,0,0,2,0
They Call Me Bruce? (a.k.a. A Fistful of Chopsticks) (1982),Comedy,0,0,1,0,0
They Drive by Night (1940),Drama,0,0,0,1,0
"They Shoot Horses, Don't They? (1969)",Drama,0,1,1,2,0
"Thin Blue Line, The (1988)",Documentary,0,0,1,7,3
"Thin Line Between Love and Hate, A (1996)",Comedy,0,0,0,0,1
"Thing: Terror Takes Shape, The (1998)",Documentary,1,0,0,0,0
Think Like a Man (2012),Comedy,0,1,1,0,0
"Third Miracle, The (1999)",Drama,0,0,1,0,0
Thirteen (2003),Drama,0,0,2,6,1
Thirteen Conversations About One Thing (a.k.a. 13 Conversations) (2001),Drama,0,0,1,1,1
This Boy's Life (1993),Drama,0,0,2,0,1
This Film Is Not Yet Rated (2006),Documentary,0,0,2,4,0
This Is 40 (2012),Drama,0,2,3,2,1
This Is England (2006),Drama,0,0,0,6,2
This Is Spinal Tap (1984),Comedy,0,2,9,33,22
This Island Earth (1955),Sci-Fi,1,0,0,0,0
This So-Called Disaster (2003),Documentary,0,0,0,1,0
"Thousand Acres, A (1997)",Drama,1,0,1,0,0
Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,2,1,1,8,12
Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,1,0,1,4,10
"Three Faces of Eve, The (1957)",Drama,0,0,0,2,0
Three Men and a Baby (1987),Comedy,1,4,7,6,1
Three Men and a Cradle (3 hommes et un couffin) (1985),Comedy,0,0,0,0,1
Three O'Clock High (1987),Comedy,0,0,0,1,0
"Three Stooges, The (2012)",Comedy,1,1,0,0,0
Three from Prostokvashino (1978),Animation,0,0,0,0,1
"Thrill of It All, The (1963)",Comedy,0,0,1,0,0
Through a Glass Darkly (Såsom i en spegel) (1961),Drama,0,0,0,0,1
Thunderbolt and Lightfoot (1974),Action,0,0,2,1,0
Tickling Giants (2017),Documentary,0,0,0,0,1
Tie Xi Qu: West of the Tracks (Tiexi qu) (2003),Documentary,0,0,0,1,0
Tiger Raid (2016),Thriller,0,1,0,0,0
Tigerland (2000),Drama,0,0,3,4,1
Tightrope (1984),Thriller,0,0,1,0,0
Tim's Vermeer (2013),Documentary,0,0,0,1,0
Time Out (L'emploi du temps) (2001),Drama,0,0,1,0,0
"Times of Harvey Milk, The (1984)",Documentary,0,0,0,0,2
Titus (1999),Drama,0,0,1,3,2
To Be and to Have (Être et avoir) (2002),Documentary,0,0,1,0,0
"To Do List, The (2013)",Comedy,0,2,1,1,0
To Each His Own (1946),Drama,0,0,0,1,0
To Kill a Mockingbird (1962),Drama,1,0,10,22,25
To Live (Huozhe) (1994),Drama,0,0,1,1,1
To Rome with Love (2012),Comedy,0,0,1,0,0
To Sir with Love (1967),Drama,0,0,1,4,2
"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,0,0,13,6,3
Together (Han ni Zai Yiki) (2002),Drama,0,0,1,0,0
Tokyo Decadence (Topâzu) (1992),Drama,0,0,0,1,0
Tokyo Idols (2017),Documentary,0,0,0,0,1
Tokyo Story (Tôkyô monogatari) (1953),Drama,1,0,1,2,0
Tokyo! (2008),Drama,0,0,0,1,0
Tokyo-Ga (1985),Documentary,0,0,1,0,0
Tom & Viv (1994),Drama,0,0,2,0,0
Tom Horn (1980),Western,0,0,0,1,0
Tom Segura: Completely Normal (2014),Comedy,0,0,0,0,1
Tom Segura: Disgraceful (2018),Comedy,0,0,0,0,1
Tom Segura: Mostly Stories (2016),Comedy,0,0,0,0,1
Tomboy (2011),Drama,0,0,1,0,0
Tomcats (2001),Comedy,2,1,2,1,0
Tommy (1975),Musical,1,1,2,3,0
Tommy Boy (1995),Comedy,2,3,12,15,18
Tomorrow (2015),Documentary,0,0,0,0,1
Toni Erdmann (2016),Drama,0,0,0,3,0
Too Big to Fail (2011),Drama,0,0,0,0,1
Too Many Cooks (2014),Comedy,0,1,0,0,1
Top Five (2014),Comedy,0,0,2,0,0
Top Secret! (1984),Comedy,0,0,0,7,3
Topaz (1969),Thriller,0,0,1,0,0
Torn Curtain (1966),Thriller,0,0,0,1,0
Tornado! (1996),Action,0,1,0,0,0
Tough Guys (1986),Comedy,0,1,1,1,0
Touki Bouki (1973),Drama,0,0,0,1,0
"Tournament, The (2009)",Action,0,0,1,0,0
Town & Country (2001),Comedy,0,1,1,0,0
"Town Called Panic, A (Panique au village) (2009)",Animation,0,0,0,2,0
"Town is Quiet, The (Ville est tranquille, La) (2000)",Drama,0,0,0,1,0
"Toy, The (1982)",Comedy,0,2,2,0,0
Tracers (2015),Action,1,0,0,0,0
"Tracey Fragments, The (2007)",Drama,0,0,1,0,0
Trading Places (1983),Comedy,0,2,10,19,8
Trash Humpers (2009),Drama,1,0,0,0,0
Travels of an Ant (1983),Animation,0,0,0,0,1
Treasure Island (2012),Adventure,0,1,0,0,0
"Tree of Life, The (2011)",Drama,0,0,1,0,1
Trees Lounge (1996),Drama,0,0,1,1,1
Trekkies (1997),Documentary,1,0,0,2,1
"Trial, The (Procès, Le) (1962)",Drama,0,0,0,0,5
"Trials of Henry Kissinger, The (2002)",Documentary,0,0,0,2,0
"Trip to Bountiful, The (1985)",Drama,0,0,0,1,1
Trippin' (1999),Comedy,1,0,0,0,0
"Triumph of Love, The (2001)",Comedy,0,1,0,0,0
Triumph of the Spirit (1989),Drama,0,0,1,0,0
Triumph of the Will (Triumph des Willens) (1934),Documentary,0,0,0,2,1
Troop Beverly Hills (1989),Comedy,2,2,1,1,0
True Grit (2010),Western,2,0,5,13,8
Trumbo (2015),Drama,0,0,0,1,0
Truth (2015),Drama,0,0,1,0,0
Tucker: The Man and His Dream (1988),Drama,0,0,1,0,0
Tuesdays with Morrie (1999),Drama,0,0,0,2,0
Tully (2000),Drama,0,1,0,1,0
Tupac: Resurrection (2003),Documentary,0,0,0,1,0
Turtle Power: The Definitive History of the Teenage Mutant Ninja Turtles (2014),Documentary,0,0,1,0,0
"Twelve Chairs, The (1970)",Comedy,0,0,1,0,0
Twin Falls Idaho (1999),Drama,0,1,0,0,0
Twins (1988),Comedy,1,4,8,1,0
Twinsters (2015),Documentary,0,0,0,1,0
Twisted (2004),Thriller,0,1,0,1,0
Twister (1990),Comedy,0,1,0,0,0
"Two Days, One Night (Deux jours, une nuit) (2014)",Drama,0,0,0,1,0
Two Family House (2000),Drama,0,0,0,0,1
"Two Jakes, The (1990)",Drama,1,1,0,0,0
Two for the Money (2005),Drama,0,0,0,1,0
Tyrannosaur (2011),Drama,0,0,0,1,0
"U.S. vs. John Lennon, The (2006)",Documentary,0,0,0,1,0
UHF (1989),Comedy,1,0,1,6,1
Ulee's Gold (1997),Drama,0,0,1,3,1
Umberto D. (1952),Drama,0,0,0,0,1
UnHung Hero (2013),Documentary,0,0,0,0,1
"Unbearable Lightness of Being, The (1988)",Drama,1,2,3,3,2
Uncle Buck (1989),Comedy,1,2,4,6,0
Uncle Nino (2003),Comedy,1,0,0,0,0
Under Siege 2: Dark Territory (1995),Action,5,6,11,6,2
Under the Rainbow (1981),Comedy,1,1,1,0,0
Under the Sand (2000),Drama,0,0,0,1,1
Undercover Brother (2002),Comedy,3,4,1,1,0
Undisputed (2002),Drama,0,0,2,0,0
Unfaithfully Yours (1948),Comedy,0,0,0,0,1
Unfinished Business (2015),Comedy,0,1,1,0,0
"Unfinished Life, An (2005)",Drama,0,0,1,0,0
"Unforgettable Summer, An (Un été inoubliable) (1994)",Drama,0,1,0,0,0
"Unintentional Kidnapping of Mrs. Elfriede Ott, The (Die Unabsichtliche Entführung der Frau Elfriede Ott) (2010)",Comedy,0,0,1,0,0
"Unknown Known, The (2013)",Documentary,0,0,0,1,0
Unknown White Male (2005),Documentary,0,0,0,1,0
Unprecedented: The 2000 Presidential Election (2002),Documentary,0,0,0,1,0
"Unreasonable Man, An (2006)",Documentary,0,0,0,1,0
"Unsinkable Molly Brown, The (1964)",Musical,0,0,0,2,0
"Unvanquished, The (Aparajito) (1957)",Drama,0,0,0,2,0
Unzipped (1995),Documentary,0,1,0,1,0
Up at the Villa (2000),Drama,0,0,1,1,0
Upside Down: The Creation Records Story (2010),Documentary,0,0,1,0,0
Uptown Girls (2003),Comedy,0,2,3,0,1
Urban Cowboy (1980),Drama,0,2,1,0,0
Urban Legends: Final Cut (2000),Horror,2,0,1,0,0
Vacations in Prostokvashino (1980),Animation,0,0,0,0,1
Vagabond (Sans toit ni loi) (1985),Drama,0,0,0,0,1
"Valet, The (La doublure) (2006)",Comedy,0,0,0,0,1
Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),Horror,0,0,0,0,1
Vanya on 42nd Street (1994),Drama,0,0,1,2,2
Vatel (2000),Drama,0,0,0,1,1
Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),Comedy,2,2,3,1,0
Velvet Goldmine (1998),Drama,0,0,2,2,0
Venus in Fur (La Vénus à la fourrure) (2013),Drama,0,0,0,0,1
Vera Drake (2004),Drama,1,0,1,2,0
"Very Brady Sequel, A (1996)",Comedy,0,2,4,3,1
"Very Harold & Kumar 3D Christmas, A (2011)",Comedy,0,0,1,1,0
Vigilante Diaries (2016),Action,1,0,0,0,0
Vincent Wants to Sea (Vincent will meer) (2010),Drama,0,0,1,0,0
Vir Das: Abroad Understanding (2017),Comedy,0,0,0,1,0
Visions of Light: The Art of Cinematography (1992),Documentary,0,0,1,0,0
"Visit, The (2000)",Drama,0,1,0,0,0
"Vitelloni, I (a.k.a. The Young and the Passionate) (1953)",Drama,0,0,1,1,0
Voices from the List (2004),Documentary,0,0,1,1,3
Volunteers (1985),Comedy,0,4,2,1,1
W. (2008),Drama,0,0,1,0,0
Waco: The Rules of Engagement (1997),Documentary,0,0,0,1,0
Wadjda (2012),Drama,0,0,1,0,0
Wag the Dog (1997),Comedy,1,4,11,12,3
Waiting for 'Superman' (2010),Documentary,0,0,0,1,0
Waiting for Guffman (1996),Comedy,0,1,6,10,7
Waiting... (2005),Comedy,0,3,4,4,2
"Wake Up, Ron Burgundy (2004)",Comedy,0,0,0,1,0
Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy,1,1,4,17,3
Wal-Mart: The High Cost of Low Price (2005),Documentary,0,0,0,0,1
Walk of Shame (2014),Comedy,0,0,1,0,0
Walking Tall (2004),Action,1,0,2,3,0
Walking with Monsters (2005),Documentary,0,0,0,1,0
Wall Street (1987),Drama,0,1,4,11,4
Wall Street: Money Never Sleeps (2010),Drama,0,1,0,2,0
Wanderlust (2012),Comedy,0,2,1,1,1
War Dance (2007),Documentary,0,0,0,0,1
War Dogs (2016),Comedy,0,0,1,6,1
War Room (2015),Drama,1,0,0,0,0
"War Room, The (1993)",Documentary,0,1,2,3,0
Warrior (2011),Drama,0,0,4,4,3
Washington Square (1997),Drama,0,0,0,2,0
Watch on the Rhine (1943),Drama,0,0,0,1,0
"Waterboy, The (1998)",Comedy,0,6,7,15,0
"Waterdance, The (1992)",Drama,0,0,0,2,0
Watermark (2014),Documentary,0,0,0,0,1
"Wave, The (Welle, Die) (2008)",Drama,0,0,2,5,0
"Way Back, The (2010)",Drama,0,0,0,1,0
"Way South, The (De weg naar het zuiden) (1981)",Documentary,0,0,0,1,0
Waydowntown (2000),Comedy,0,1,0,1,1
Wayne's World (1992),Comedy,2,6,16,25,12
Wayne's World 2 (1993),Comedy,0,3,12,9,3
We Are Marshall (2006),Drama,0,0,0,2,0
We Could Be King (2014),Documentary,0,0,0,1,0
We Don't Live Here Anymore (2004),Drama,0,0,0,1,1
"Weather Underground, The (2002)",Documentary,0,0,0,4,0
Webmaster (1998),Sci-Fi,0,0,1,0,0
Weekend (a.k.a. Le Week-end) (Week End) (1967),Drama,0,0,0,1,0
Weekend at Bernie's (1989),Comedy,2,6,9,3,1
Welcome to Mooseport (2004),Comedy,0,0,2,2,0
Welcome to Woop-Woop (1997),Comedy,0,0,0,2,0
Welcome to the Jungle (2013),Comedy,0,1,1,0,0
Welcome to the Sticks (Bienvenue chez les Ch'tis) (2008),Comedy,0,0,0,1,1
West Beirut (West Beyrouth) (1998),Drama,0,0,0,1,0
Wet Hot American Summer (2001),Comedy,0,1,1,3,2
Whale Rider (2002),Drama,1,0,3,6,4
What About Bob? (1991),Comedy,1,4,14,13,3
"What Happened, Miss Simone? (2015)",Documentary,0,0,0,1,0
What Men Still Talk About (2011),Comedy,0,0,0,1,0
What Men Talk About (2010),Comedy,0,0,0,0,1
What Time Is It There? (Ni neibian jidian) (2001),Drama,0,1,0,0,0
What's Eating Gilbert Grape (1993),Drama,1,3,19,34,20
"What's New, Pussycat (1965)",Comedy,0,0,1,1,0
"What's Up, Doc? (1972)",Comedy,0,0,0,0,1
Whatever (1998),Drama,0,0,1,1,0
When We First Met (2018),Comedy,0,0,0,2,0
When We Were Kings (1996),Documentary,0,0,3,4,3
When Worlds Collide (1951),Sci-Fi,0,0,0,0,1
When You're Strange (2009),Documentary,0,0,0,1,0
When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki) (1960),Drama,0,0,0,0,1
When the Levees Broke: A Requiem in Four Acts (2006),Documentary,0,0,0,1,0
Where the Buffalo Roam (1980),Comedy,0,0,1,1,1
Where the Day Takes You (1992),Drama,0,0,0,1,0
Where's Marlowe? (1998),Comedy,0,0,0,1,0
Whiplash (2014),Drama,1,0,5,14,18
Whipped (2000),Comedy,1,0,1,0,0
White Fang (1991),Adventure,0,2,0,0,0
White Frog (2012),Drama,0,0,0,1,0
White Man's Burden (1995),Drama,0,0,2,1,0
White Nights (1985),Drama,0,0,1,0,0
White Oleander (2002),Drama,1,1,0,2,0
White Water Summer (1987),Adventure,0,1,0,0,0
Who Am I (Kein System Ist Sicher) (2014),Thriller,0,1,0,0,0
Who Is Cletis Tout? (2001),Comedy,0,0,2,0,0
Who Killed Chea Vichea? (2010),Documentary,0,0,0,0,1
Who Killed the Electric Car? (2006),Documentary,0,0,1,4,0
Who's Afraid of Virginia Woolf? (1966),Drama,0,0,1,3,3
Who's That Girl? (1987),Comedy,0,1,1,0,0
Who's That Knocking at My Door? (1967),Drama,1,0,0,0,0
"Whole Wide World, The (1996)",Drama,0,0,0,1,1
Why Do Fools Fall In Love? (1998),Drama,0,1,0,0,0
Why Him? (2016),Comedy,0,0,3,0,1
Why We Fight (2005),Documentary,0,1,0,3,0
Widows' Peak (1994),Drama,0,1,1,1,0
Wiener-Dog (2016),Comedy,0,0,1,0,0
Wild (2014),Drama,1,0,1,3,0
Wild Bill (1995),Western,0,1,2,1,0
Wild China (2008),Documentary,0,0,0,1,0
Wild Oats (2016),Comedy,0,1,0,0,0
"Wild Parrots of Telegraph Hill, The (2003)",Documentary,0,0,0,0,2
Wild Reeds (Les roseaux sauvages) (1994),Drama,0,1,1,0,0
Wild Strawberries (Smultronstället) (1957),Drama,0,0,2,0,2
Wildcats (1986),Comedy,1,1,1,0,0
Win It All (2017),Comedy,0,0,1,0,0
Winchester '73 (1950),Western,0,0,0,1,0
"Wind Will Carry Us, The (Bad ma ra khahad bord) (1999)",Drama,0,0,0,1,0
"Wind and the Lion, The (1975)",Adventure,0,0,1,0,0
Winds of the Wasteland (1936),Western,0,0,0,1,0
"Winged Migration (Peuple migrateur, Le) (2001)",Documentary,0,0,4,3,2
Winnie the Pooh Goes Visiting (1971),Animation,0,0,0,0,1
Winnie the Pooh and the Day of Concern (1972),Animation,0,0,0,0,1
"Winslow Boy, The (1999)",Drama,0,0,1,0,0
Winter Light (Nattvardsgästerna) (1963),Drama,0,0,0,1,0
Winter Passing (2005),Drama,0,0,0,1,0
Winter in Prostokvashino (1984),Animation,0,0,0,0,1
Wishmaster (1997),Horror,0,1,1,0,0
Wit (2001),Drama,0,0,0,0,1
"Witchfinder General (Conquerer Worm, The) (1968)",Horror,1,1,0,1,0
With Great Power: The Stan Lee Story (2012),Documentary,0,0,1,0,0
Withnail & I (1987),Comedy,0,0,1,5,1
Without a Paddle (2004),Comedy,2,1,4,0,0
Wolf and Calf (1984),Animation,0,0,0,1,0
"Woman Under the Influence, A (1974)",Drama,0,0,0,0,1
Woman in Gold (2015),Drama,0,0,0,1,0
Woman in Love (Rubbeldiekatz) (2011),Comedy,1,0,0,0,0
Woman in the Dunes (Suna no onna) (1964),Drama,0,0,0,1,3
"Woman of Paris, A (1923)",Drama,0,0,0,1,1
"Woman, The (2011)",Horror,0,0,0,2,0
Women in Trouble (2009),Comedy,0,1,0,0,0
"Women on the 6th Floor, The (Les Femmes du 6ème Étage) (2010)",Comedy,0,0,0,1,0
"Women, The (1939)",Comedy,0,0,0,3,0
Won't You Be My Neighbor? (2018),Documentary,0,0,0,0,1
Wonder (2017),Drama,0,0,1,1,1
Wonder Wheel (2017),Drama,0,0,1,0,0
"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,0,0,0,2,0
Wonderland (1999),Drama,0,0,0,2,0
"Woods, The (2006)",Horror,0,0,1,0,0
"Woodsman, The (2004)",Drama,0,0,0,2,1
Wordplay (2006),Documentary,0,0,0,3,0
World Trade Center (2006),Drama,0,2,3,1,0
World Traveler (2001),Drama,0,0,0,1,0
"World of Apu, The (Apur Sansar) (1959)",Drama,0,0,0,0,2
World of Glory (1991),Comedy,0,0,0,0,1
"World of Henry Orient, The (1964)",Comedy,0,0,0,1,0
"World's Fastest Indian, The (2005)",Drama,0,0,1,6,0
Woyzeck (1979),Drama,0,0,1,1,0
"Wrestler, The (2008)",Drama,1,0,7,18,8
Written on the Wind (1956),Drama,0,0,0,1,1
Wyatt Earp (1994),Western,1,5,8,5,2
Year of the Horse (1997),Documentary,0,0,0,0,1
Yes Man (2008),Comedy,1,0,10,15,8
"Yes Men Fix the World, The (2009)",Documentary,0,0,0,1,0
"Yes Men, The (2003)",Documentary,0,0,0,2,0
"Yesterday, Today and Tomorrow (Ieri, oggi, domani) (1963)",Comedy,0,0,0,1,1
Yi Yi (2000),Drama,0,0,0,2,3
You Again (2010),Comedy,0,0,0,1,0
You Don't Mess with the Zohan (2008),Comedy,2,2,7,3,1
"You, Me and Dupree (2006)",Comedy,1,1,4,0,0
Young Doctors in Love (1982),Comedy,1,1,0,0,0
Young Einstein (1988),Comedy,0,3,0,0,0
Young People Fucking (a.k.a. YPF) (2007),Comedy,1,0,0,1,0
Youth (2015),Drama,0,0,2,2,0
Zazie dans le métro (1960),Comedy,0,0,1,0,0
Zebraman (2004),Comedy,0,0,1,1,0
"Zed & Two Noughts, A (1985)",Drama,1,0,0,0,1
Zeitgeist: Addendum (2008),Documentary,0,0,0,0,1
Zeitgeist: Moving Forward (2011),Documentary,0,0,0,0,1
Zelig (1983),Comedy,0,0,0,6,1
Zeus and Roxanne (1997),Children,1,0,0,0,0
Zombie (a.k.a. Zombie 2: The Dead Are Among Us) (Zombi 2) (1979),Horror,0,0,0,2,0
Zone 39 (1997),Sci-Fi,0,1,0,0,0
Zookeeper (2011),Comedy,1,0,2,0,1
Zoolander (2001),Comedy,1,5,16,20,12
Zoolander 2 (2016),Comedy,0,1,2,0,0
